datetime,PAR_fnf,CNS_fnf,DNP_fnf,FOL_fnf,ISB_fnf,KWH_fnf,EXC_fnf,MIL_fnf,yuba_fnf,NHG_fnf,NML_fnf,ORO_fnf,PFT_fnf,SHA_fnf,SUC_fnf,YRS_fnf
1/19/2007,3.270081045,2.847501882,9.351114441,21.0853034,6.064829884,2.861325265,4.421727826,9.934752525,20.67352277,4.938344823,6.81515912,55.59875521,8.765241774,147.65468,2.199148196,22.09653934
1/20/2007,3.408732456,3.134143598,9.497415961,22.27657233,5.901682788,2.822516112,4.308369418,10.32053844,20.81624771,4.689712252,7.024340439,55.8780476,8.875444308,145.3048293,2.1584343,22.27275494
1/21/2007,3.292688254,3.032870117,9.377666641,21.35249458,5.599376416,2.709231522,4.246921353,10.10803441,19.41860827,4.424209846,6.895166981,53.77694424,8.670787484,142.3427395,2.210649986,20.89845198
1/22/2007,3.159842334,2.9659342,9.336522067,20.41140994,5.415519323,2.620945608,4.157322016,9.493406697,18.69042085,4.163435829,6.802636521,51.40541623,8.368909838,139.1528636,2.159077271,19.8112802
1/23/2007,3.479669008,3.38450829,9.627508886,21.94126702,5.617127823,2.586168943,4.171049843,9.110936915,19.17199309,3.962050743,7.582575676,52.17421768,8.34013335,144.1708574,2.122856099,19.83740599
1/24/2007,4.346098862,4.401861033,10.51048256,23.5559177,5.935261908,2.706669488,4.381446802,8.992173516,20.71837326,3.744253289,9.109142034,55.52630162,8.87119857,150.4336539,2.279692814,21.04460522
1/25/2007,4.941205839,4.607053959,11.41518117,23.09942435,5.90585177,2.934204756,4.786593156,9.336949467,21.10459672,3.572449305,10.32143927,58.72372029,9.653840991,154.9950342,2.583818899,21.49507772
1/26/2007,4.781525501,3.813603301,11.5606334,22.27435156,5.586645638,3.175697154,5.106760341,9.541028022,20.57619963,3.336363697,10.34564475,59.45304234,10.26403168,156.1976129,2.851456107,21.04973636
1/27/2007,4.333087291,3.033802451,11.0033569,20.94585048,5.3338483,3.234979867,5.158270961,9.245289229,20.12196878,3.199543066,9.184484989,59.88147222,10.45296144,155.3254605,2.769906093,20.62532202
1/28/2007,3.891494226,2.750523656,10.27216522,19.82846895,5.098019833,3.131174118,4.884341119,8.831266128,18.74246114,3.125977245,8.384291269,57.99044248,9.795643414,148.4088241,2.424758214,19.35665722
1/29/2007,3.693586497,2.563927573,9.979133753,18.27097634,5.16039248,2.907136684,4.777265493,8.585306388,17.58470407,3.073945555,7.725946299,55.41777982,9.455178413,140.2836926,2.274685095,18.21782848
1/30/2007,3.510060961,2.293328806,9.813910355,16.82095928,4.99962757,2.794373438,4.632937385,8.239013149,16.82011572,2.960140017,7.15353939,53.45653894,9.356798487,134.7749524,2.061592547,17.31060027
1/31/2007,3.368681767,2.074565376,9.685778323,15.90717155,4.845794462,2.75846729,4.593544086,7.890194529,16.31691819,2.811171276,6.707221047,52.84840464,9.437743591,130.9156645,2.069209399,16.70909251
2/1/2007,2.736114791,1.931625655,9.135697096,16.60300905,5.883161687,2.37667337,4.243166017,8.149316485,16.0687683,0.769507926,7.232637365,34.96817322,9.181527211,94.8585062,0.729953039,22.78609731
2/2/2007,2.732829675,1.793222432,8.551879764,15.91475765,4.675591369,2.626458347,4.411762062,7.898712898,15.81832678,0.750068711,6.98730686,33.68168438,9.618451647,92.09911448,0.666956022,22.24461551
2/3/2007,2.701703861,1.705633241,8.406294664,15.42877385,5.364572257,3.27830355,4.606811342,7.692069769,15.95690816,0.716093581,6.912691243,31.62581819,10.24457712,90.74854031,0.619261665,22.07195641
2/4/2007,2.694492834,1.73579715,9.783869872,18.06370833,7.840647091,4.7030154,4.763349903,8.389052426,20.42034974,0.6983429,8.624797061,33.59871734,12.09552525,104.3754617,0.576704965,26.93621049
2/5/2007,3.419082699,2.047483349,12.22957456,25.15618278,10.85823188,5.573805152,5.270631436,11.13184242,23.43346724,0.670401255,12.91843016,39.64739006,14.50998385,132.5378841,0.537016192,32.56455472
